chisquareacc,chisquarefsqr,ginisplitacc,ginisplitfsqr,gainratioacc,gainratiofsqr,infogainacc,infogainfsqr,miscalssacc,miscalssfsqr
0.776470588235294,0.8565950837723619,0.7799019607843137,0.8618502671854401,0.7455882352941177,0.8420938710412396,0.790686274509804,0.8676572847292998,0.7122549019607844,0.8240128098022834
0.7249411764705883,0.8083161988386968,0.7230588235294118,0.8134040496540497,0.6501176470588236,0.758572584503619,0.6992941176470588,0.7984120837346643,0.7211764705882353,0.8073578321320257
0.8329741379310345,0.904023644588988,0.8329741379310345,0.9042710525668541,0.8364224137931033,0.9072837296871658,0.8640086206896551,0.9229487039678288,0.8113146551724137,0.8912033128751995
0.7406349206349205,0.822818127755269,0.7377777777777778,0.8206856824275637,0.7522222222222223,0.8333522453014153,0.7263492063492063,0.8115373754993513,0.7010317460317461,0.7958010803900845
0.7177557304139582,0.8120547378387822,0.7230756072528224,0.816226531888864,0.7142148477591514,0.8115230561172844,0.7324495381457407,0.8232862017135634,0.7058501539514198,0.8098116367437775
0.8001610305958131,0.8823895828773878,0.8001610305958131,0.8823895828773878,0.7864734299516908,0.8765874251098301,0.7740740740740741,0.863935122354454,0.7764895330112721,0.8682580002675444
0.7607142857142857,0.8071428571428572,0.7607142857142857,0.8071428571428572,0.7714285714285715,0.7947619047619048,0.7357142857142857,0.7871428571428571,0.6571428571428571,0.6328571428571429
0.8952380952380953,0.9440159213853576,0.9103896103896105,0.9524856162344232,0.9116883116883117,0.9531522021444679,0.9158008658008658,0.9553488434359936,0.9424242424242424,0.9698779123881582
0.5505882352941177,0.6346835074962792,0.5409803921568629,0.6213935872976116,0.6012745098039216,0.6914370755054431,0.5324509803921569,0.6191356183405006,0.545,0.627935118418318
0.7176804855998966,0.8222404485385321,0.7154074648069224,0.8203587842709272,0.7475655430711611,0.8439056794522071,0.7304533126695077,0.8308006513421967,0.7467777347281416,0.8478386958237053
0.6829001650165016,0.7933504397540772,0.6818584983498349,0.7931402987978686,0.7128506600660065,0.8181954965075441,0.6839418316831682,0.7940574193518282,0.7016501650165016,0.8115334989470494
0.8466666666666667,0.9143434343434343,0.8466666666666667,0.9125252525252525,0.8466666666666667,0.9125252525252525,0.8300000000000001,0.8991919191919191,0.89,0.9359358288770053
0.7277777777777777,0.819047619047619,0.7277777777777777,0.819047619047619,0.7277777777777777,0.819047619047619,0.7277777777777777,0.819047619047619,0.8555555555555555,0.9047619047619045
0.6204545454545455,0.5148018648018649,0.6295454545454546,0.5284382284382285,0.5742424242424242,0.46409090909090905,0.6651515151515152,0.6067965367965369,0.55,0.4763428401663695
0.834,0.906677943316069,0.8423333333333334,0.9114210263200215,0.8506666666666668,0.916051650591805,0.8800000000000001,0.9335133713305801,0.8960000000000001,0.9438995227319993
0.8444015444015444,0.9102119302569189,0.8385328185328185,0.9072297574587871,0.826949806949807,0.9003733814505447,0.8353667953667954,0.9034729591546636,0.8606177606177606,0.9210825844113055
0.7067688378033206,0.7743154420399003,0.7030651340996169,0.769595636229013,0.7141762452107281,0.7746944372427973,0.7242656449553001,0.780915741811573,0.647765006385696,0.7186790156528243
0.6988888888888888,0.7872209302547797,0.696111111111111,0.7848830720345685,0.71,0.7935960280188427,0.6905555555555555,0.7828472767266212,0.7244444444444444,0.809206837440561
0.783186705767351,0.851870713875704,0.7829912023460411,0.8517874543756895,0.766275659824047,0.8402957664463496,0.7884652981427176,0.8549267560284317,0.718475073313783,0.8127245398140683
0.7758397932816538,0.8623006266334576,0.7790697674418604,0.8642196408992066,0.7739664082687338,0.8641939241019709,0.7651808785529716,0.8576415239260097,0.8166020671834626,0.8925183646071982
0.9490596238495398,0.9732662854890339,0.9490596238495398,0.9732662854890339,0.9510204081632653,0.974276386499135,0.9429371748699479,0.9700423767832603,0.959343737494998,0.979048416268473
0.6166666666666667,0.6466666666666667,0.6666666666666667,0.6799999999999999,0.8166666666666667,0.78,0.6666666666666667,0.6799999999999999,0.6666666666666667,0.6799999999999999
0.656837606837607,0.7224670542596449,0.656837606837607,0.7224670542596449,0.6987179487179487,0.7700121231288215,0.6491452991452991,0.7174543992160299,0.6333333333333333,0.7331520500856885
0.7589473684210527,0.8066179245591011,0.7589473684210527,0.8024221203632969,0.6889473684210526,0.756849555673085,0.6989473684210525,0.7482326007326007,0.7036842105263157,0.7542680706390383
0.8619999999999999,0.15333333333333332,0.867,0.15333333333333332,0.858,0.1019047619047619,0.8559999999999999,0.06190476190476191,0.8300000000000001,0.04
0.530921052631579,0.5337825624667729,0.5320175438596491,0.5291973034966708,0.5899122807017544,0.5924922886150508,0.5478070175438596,0.5443302775655716,0.512061403508772,0.5393968887120376
0.540994623655914,0.4451886177118375,0.5451612903225806,0.4344885833121127,0.5224462365591398,0.45216007853899426,0.5784946236559139,0.4852386175915589,0.5330645161290322,0.43952424387207
0.6029411764705881,0.48169107753815404,0.5794117647058823,0.4286484918805855,0.6205882352941177,0.49263601739971363,0.6205882352941176,0.4904061552701104,0.5205882352941177,0.39869767269486767
0.7166666666666667,0.7666666666666667,0.8166666666666667,0.8333333333333333,0.7555555555555555,0.8266666666666668,0.7555555555555555,0.7933333333333332,0.6833333333333333,0.7166666666666667
0.7,0.6833333333333333,0.7333333333333333,0.7,0.7166666666666667,0.6633333333333333,0.6666666666666666,0.6499999999999999,0.3333333333333333,0.3333333333333333
0.7904280839175264,0.8767174153471791,0.7902115458084598,0.8764903749995892,0.7875050391766687,0.8745365228446907,0.7896710648131872,0.8756940657954908,0.7740227219991703,0.8650775093059873
0.8312778278990273,0.9053559542036529,0.8312771491410412,0.9053357125926282,0.8245856135359425,0.9012883466288315,0.8404030879717487,0.910881114916054,0.8172023481255438,0.8963254050643205
0.8043462780390183,0.8886291603636604,0.8036646811548899,0.8881951511967333,0.8054181144028778,0.8893510453745659,0.8134987727100583,0.8941966953731665,0.7912317948843872,0.8798393217312324
0.8481297894878456,0.9157705539182608,0.8474398811926193,0.9154067748494441,0.8290963141760349,0.9036396370300601,0.8428495485293407,0.9125550035436374,0.8523903193405511,0.9185468078353276
0.7575137767771323,0.8555196757191481,0.7588063737219031,0.8563703097715585,0.7598450309677542,0.8559897345386288,0.7673935667695496,0.8626569754323625,0.7593906269924736,0.8574133712858995
0.8166666666666667,0.8958655395567812,0.803030303030303,0.8873735199816182,0.8,0.884362125484041,0.8106060606060606,0.891959047602283,0.8257575757575758,0.9015582562835128
0.7501278772378516,0.8360414439945725,0.7736572890025575,0.8505643412760906,0.7974424552429666,0.8748108828920842,0.7723785166240409,0.8526832860083898,0.7736572890025574,0.8607476574861032
0.8666666666666666,0.9083516483516483,0.8666666666666666,0.9083516483516483,0.8666666666666666,0.9083516483516483,0.9166666666666666,0.9426373626373626,0.7416666666666667,0.8241558441558443
0.7055555555555555,0.8028571428571428,0.7166666666666667,0.8098701298701299,0.7416666666666667,0.8289177489177488,0.7416666666666667,0.8336796536796536,0.7166666666666667,0.7838095238095238
0.45,0.1,0.4,0.1,0.65,0.16666666666666666,0.55,0.1,0.65,0.26666666666666666
0.822121212121212,0.8914343935461426,0.8154545454545454,0.8877398122653544,0.8309090909090908,0.9018150265526577,0.8154545454545454,0.8903810414836878,0.8309090909090908,0.9028362174224241
0.7246212121212122,0.7978743110147284,0.7291666666666667,0.7996859052176271,0.7303030303030302,0.8055509930109158,0.725,0.7874488536917379,0.5920454545454545,0.6906840682981656
0.6092903225806452,0.6980008149244392,0.5972903225806452,0.6880478014609894,0.628516129032258,0.7122122580675597,0.5876129032258064,0.65694515705017,0.6037419354838709,0.6877148837352822
0.7560606060606061,0.8569377990430622,0.7560606060606061,0.8569377990430622,0.7727272727272727,0.8678468899521532,0.7727272727272727,0.867846889952153,0.7106060606060606,0.809978354978355
0.6714285714285715,0.3333333333333333,0.6714285714285715,0.3333333333333333,0.6714285714285715,0.4333333333333333,0.7714285714285715,0.4333333333333333,0.33571428571428574,0.06666666666666667
0.6333333333333333,0.7256709956709956,0.6083333333333333,0.6999567099567099,0.5916666666666667,0.689047619047619,0.6083333333333333,0.6999567099567099,0.575,0.6123809523809525
0.8408475648323843,0.9105728289230356,0.8384946236559138,0.909174489835439,0.8370145477545856,0.9092409550991741,0.8523086654016445,0.9182999826099207,0.8547628083491461,0.919828857999551
0.6409523809523809,0.5046675546675548,0.6512380952380952,0.5072819337525221,0.656,0.47206179441473556,0.6940952380952382,0.5676330532212885,0.5575238095238095,0.3266270820682585
0.630791788856305,0.7217122612381233,0.6217008797653959,0.7159533392963626,0.6521994134897361,0.7383914536931778,0.6417888563049854,0.7339455884146349,0.5618768328445748,0.6527761093961372
0.6666666666666667,0.6980952380952381,0.7000000000000001,0.7314285714285715,0.5333333333333333,0.3666666666666666,0.7000000000000001,0.7266666666666668,0.3666666666666667,0.3166666666666667
0.6555555555555556,0.23333333333333334,0.7555555555555555,0.23333333333333334,0.8555555555555555,0.23333333333333334,0.7555555555555555,0.23333333333333334,0.5444444444444445,0.02857142857142857
0.7340909090909091,0.8313584432053203,0.7431818181818183,0.8372176892606449,0.6863636363636363,0.8044584047432848,0.7113636363636364,0.8188675068511028,0.6613636363636364,0.7814077852600783
0.7988888888888888,0.8803445552892587,0.7899999999999999,0.8728019714550616,0.7899999999999998,0.8709533440525756,0.8074999999999999,0.8829507135732838,0.7944444444444444,0.8787534003373498
0.8052769070010448,0.5438112081155559,0.8138975966562174,0.546853446354725,0.805276907001045,0.520044433820296,0.801201671891327,0.5416565053939195,0.6977011494252874,0.38538388727171213
0.6194444444444445,0.6371257689678743,0.6361111111111111,0.645949298379639,0.7229166666666667,0.7253895088997392,0.679861111111111,0.6919937578761107,0.5145833333333333,0.5176356976356977
0.6727272727272727,0.6727272727272727,0.6727272727272727,0.6727272727272727,0.5818181818181818,0.5133333333333333,0.6227272727272728,0.6060606060606061,0.4954545454545454,0.4958333333333333
